"Address","Errors","Warnings","Rich Result Errors","Rich Result Warnings","Rich Result Features","Feature-1","Total Types","Unique Types","Type-1","Indexability","Indexability Status"
"https://www.f3properties.com/","0","0","0","0","0","","0","0","","Indexable",""
"https://www.f3properties.com/projects/","0","0","0","0","0","","0","0","","Indexable",""
"https://www.f3properties.com/contact/","0","0","0","0","0","","0","0","","Indexable",""
"https://www.f3properties.com/history/","0","0","0","0","0","","0","0","","Indexable",""
"https://www.f3properties.com/about/","0","0","0","0","0","","0","0","","Indexable",""
