"Address","Indexability","Indexability Status","Crawl Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks"
"https://www.f3properties.com/","Indexable","","0","","11","5","0","100.000","14","5","0","0","0","0"
"https://www.f3properties.com/projects/","Indexable","","1","","17","5","0","100.000","17","14","0","0","0","0"
"https://www.f3properties.com/contact/","Indexable","","1","","7","5","0","100.000","8","5","0","0","0","0"
"https://www.f3properties.com/history/","Indexable","","1","","6","5","0","100.000","9","5","0","0","0","0"
"https://www.f3properties.com/about/","Indexable","","1","","6","5","0","100.000","26","23","0","0","0","0"
