"Address","Content Type","Status Code","Status","HTTP Version","Indexability","Indexability Status","Canonical Link Element 1","Meta Robots 1","X-Robots-Tag 1"
"https://www.f3properties.com/","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://www.f3properties.com/","max-image-preview:large",""
