"Address","Occurrences","Indexability","Indexability Status","Canonical Link Element 1","HTTP Canonical","Meta Robots 1","X-Robots-Tag 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1"
"https://www.f3properties.com/wp-content/uploads/2021/12/Lot-88-Project-Brief-Rev.-Dec.-2021.pdf","0","Indexable","","","","","","","","",""
"https://www.f3properties.com/wp-content/uploads/2022/01/Roth-SVSourceAd-201-Sitting-Bull.pdf","0","Indexable","","","","","","","","",""
"https://www.f3properties.com/wp-content/uploads/2021/12/Lot-88-Updated-Floor-Plans-12-5-21.pdf","0","Indexable","","","","","","","","",""
"https://www.f3properties.com/wp-content/uploads/2022/01/WHJ-F3-201-Sitting-Bull-Winter-Ad.pdf","0","Indexable","","","","","","","","",""
"https://www.f3properties.com/wp-content/uploads/2022/01/22_SV_Winter_F3-Properties-PROFILE-low-res-cover.pdf","0","Indexable","","","","","","","","",""
"https://www.f3properties.com/wp-content/uploads/2024/09/41-Cooper-Renderings-Images-09-23-2024.pdf","0","Indexable","","","","","","","","",""
"https://www.f3properties.com/wp-content/uploads/2022/06/201-Sitting-Bull-Design-Book-Corrected-6-8-22.pdf","0","Indexable","","","","","","","","",""
