"Address","Occurrences","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","HTTP Canonical","Indexability","Indexability Status"
"https://www.f3properties.com/","1","max-image-preview:large","","","https://www.f3properties.com/","","Indexable",""
"https://www.f3properties.com/projects/","1","max-image-preview:large","","","https://www.f3properties.com/projects/","","Indexable",""
"https://www.f3properties.com/contact/","1","max-image-preview:large","","","https://www.f3properties.com/contact/","","Indexable",""
"https://www.f3properties.com/history/","1","max-image-preview:large","","","https://www.f3properties.com/history/","","Indexable",""
"https://www.f3properties.com/about/","1","max-image-preview:large","","","https://www.f3properties.com/about/","","Indexable",""
